step,timestamp,person,appliance,state
2160,06:00:00,Isabella Rodriguez,microphone,False
2160,06:00:00,Isabella Rodriguez,piano,False
2160,06:00:00,Isabella Rodriguez,game console,False
2160,06:00:00,Isabella Rodriguez,computer desk,False
2160,06:00:00,Isabella Rodriguez,computer,False
2160,06:00:00,Isabella Rodriguez,tv,False
2160,06:00:00,Isabella Rodriguez,light,False
2190,06:05:00,Isabella Rodriguez,bathroom sink,False
2190,06:05:00,Isabella Rodriguez,shower,True
2190,06:05:00,Isabella Rodriguez,refrigerator,False
2190,06:05:00,Isabella Rodriguez,toaster,False
2190,06:05:00,Isabella Rodriguez,cooking area,False
2190,06:05:00,Isabella Rodriguez,guitar,False
2190,06:05:00,Isabella Rodriguez,microphone,False
2190,06:05:00,Isabella Rodriguez,piano,False
2190,06:05:00,Isabella Rodriguez,game console,False
2190,06:05:00,Isabella Rodriguez,computer desk,False
2190,06:05:00,Isabella Rodriguez,computer,False
2190,06:05:00,Isabella Rodriguez,tv,False
2190,06:05:00,Isabella Rodriguez,light,False
2191,06:05:10,Isabella Rodriguez,bathroom sink,False
2191,06:05:10,Isabella Rodriguez,shower,True
2191,06:05:10,Isabella Rodriguez,refrigerator,False
2191,06:05:10,Isabella Rodriguez,toaster,False
2191,06:05:10,Isabella Rodriguez,cooking area,False
2191,06:05:10,Isabella Rodriguez,guitar,False
2191,06:05:10,Isabella Rodriguez,microphone,False
2191,06:05:10,Isabella Rodriguez,piano,False
2191,06:05:10,Isabella Rodriguez,game console,False
2191,06:05:10,Isabella Rodriguez,computer desk,False
2191,06:05:10,Isabella Rodriguez,computer,False
2191,06:05:10,Isabella Rodriguez,tv,False
2191,06:05:10,Isabella Rodriguez,light,False
2192,06:05:20,Isabella Rodriguez,bathroom sink,False
2192,06:05:20,Isabella Rodriguez,shower,True
2192,06:05:20,Isabella Rodriguez,refrigerator,False
2192,06:05:20,Isabella Rodriguez,toaster,False
2192,06:05:20,Isabella Rodriguez,cooking area,False
2192,06:05:20,Isabella Rodriguez,guitar,False
2192,06:05:20,Isabella Rodriguez,microphone,False
2192,06:05:20,Isabella Rodriguez,piano,False
2192,06:05:20,Isabella Rodriguez,game console,False
2192,06:05:20,Isabella Rodriguez,computer desk,False
2192,06:05:20,Isabella Rodriguez,computer,False
2192,06:05:20,Isabella Rodriguez,tv,False
2192,06:05:20,Isabella Rodriguez,light,False
2193,06:05:30,Isabella Rodriguez,bathroom sink,False
2193,06:05:30,Isabella Rodriguez,shower,True
2193,06:05:30,Isabella Rodriguez,refrigerator,False
2193,06:05:30,Isabella Rodriguez,toaster,False
2193,06:05:30,Isabella Rodriguez,cooking area,False
2193,06:05:30,Isabella Rodriguez,guitar,False
2193,06:05:30,Isabella Rodriguez,microphone,False
2193,06:05:30,Isabella Rodriguez,piano,False
2193,06:05:30,Isabella Rodriguez,game console,False
2193,06:05:30,Isabella Rodriguez,computer desk,False
2193,06:05:30,Isabella Rodriguez,computer,False
2193,06:05:30,Isabella Rodriguez,tv,False
2193,06:05:30,Isabella Rodriguez,light,False
2194,06:05:40,Isabella Rodriguez,bathroom sink,False
2194,06:05:40,Isabella Rodriguez,shower,True
2194,06:05:40,Isabella Rodriguez,refrigerator,False
2194,06:05:40,Isabella Rodriguez,toaster,False
2194,06:05:40,Isabella Rodriguez,cooking area,False
2194,06:05:40,Isabella Rodriguez,guitar,False
2194,06:05:40,Isabella Rodriguez,microphone,False
2194,06:05:40,Isabella Rodriguez,piano,False
2194,06:05:40,Isabella Rodriguez,game console,False
2194,06:05:40,Isabella Rodriguez,computer desk,False
2194,06:05:40,Isabella Rodriguez,computer,False
2194,06:05:40,Isabella Rodriguez,tv,False
2194,06:05:40,Isabella Rodriguez,light,False
2195,06:05:50,Isabella Rodriguez,bathroom sink,False
2195,06:05:50,Isabella Rodriguez,shower,True
2195,06:05:50,Isabella Rodriguez,refrigerator,False
2195,06:05:50,Isabella Rodriguez,toaster,False
2195,06:05:50,Isabella Rodriguez,cooking area,False
2195,06:05:50,Isabella Rodriguez,guitar,False
2195,06:05:50,Isabella Rodriguez,microphone,False
2195,06:05:50,Isabella Rodriguez,piano,False
2195,06:05:50,Isabella Rodriguez,game console,False
2195,06:05:50,Isabella Rodriguez,computer desk,False
2195,06:05:50,Isabella Rodriguez,computer,False
2195,06:05:50,Isabella Rodriguez,tv,False
2195,06:05:50,Isabella Rodriguez,light,False
2196,06:06:00,Isabella Rodriguez,bathroom sink,False
2196,06:06:00,Isabella Rodriguez,shower,True
2196,06:06:00,Isabella Rodriguez,refrigerator,False
2196,06:06:00,Isabella Rodriguez,toaster,False
2196,06:06:00,Isabella Rodriguez,cooking area,False
2196,06:06:00,Isabella Rodriguez,guitar,False
2196,06:06:00,Isabella Rodriguez,microphone,False
2196,06:06:00,Isabella Rodriguez,piano,False
2196,06:06:00,Isabella Rodriguez,game console,False
2196,06:06:00,Isabella Rodriguez,computer desk,False
2196,06:06:00,Isabella Rodriguez,computer,False
2196,06:06:00,Isabella Rodriguez,tv,False
2196,06:06:00,Isabella Rodriguez,light,False
2197,06:06:10,Isabella Rodriguez,bathroom sink,False
2197,06:06:10,Isabella Rodriguez,shower,True
2197,06:06:10,Isabella Rodriguez,refrigerator,False
2197,06:06:10,Isabella Rodriguez,toaster,False
2197,06:06:10,Isabella Rodriguez,cooking area,False
2197,06:06:10,Isabella Rodriguez,guitar,False
2197,06:06:10,Isabella Rodriguez,microphone,False
2197,06:06:10,Isabella Rodriguez,piano,False
2197,06:06:10,Isabella Rodriguez,game console,False
2197,06:06:10,Isabella Rodriguez,computer desk,False
2197,06:06:10,Isabella Rodriguez,computer,False
2197,06:06:10,Isabella Rodriguez,tv,False
2197,06:06:10,Isabella Rodriguez,light,False
2198,06:06:20,Isabella Rodriguez,bathroom sink,False
2198,06:06:20,Isabella Rodriguez,shower,True
2198,06:06:20,Isabella Rodriguez,refrigerator,False
2198,06:06:20,Isabella Rodriguez,toaster,False
2198,06:06:20,Isabella Rodriguez,cooking area,False
2198,06:06:20,Isabella Rodriguez,guitar,False
2198,06:06:20,Isabella Rodriguez,microphone,False
2198,06:06:20,Isabella Rodriguez,piano,False
2198,06:06:20,Isabella Rodriguez,game console,False
2198,06:06:20,Isabella Rodriguez,computer desk,False
2198,06:06:20,Isabella Rodriguez,computer,False
2198,06:06:20,Isabella Rodriguez,tv,False
2198,06:06:20,Isabella Rodriguez,light,False
2199,06:06:30,Isabella Rodriguez,bathroom sink,False
2199,06:06:30,Isabella Rodriguez,shower,True
2199,06:06:30,Isabella Rodriguez,refrigerator,False
2199,06:06:30,Isabella Rodriguez,toaster,False
2199,06:06:30,Isabella Rodriguez,cooking area,False
2199,06:06:30,Isabella Rodriguez,guitar,False
2199,06:06:30,Isabella Rodriguez,microphone,False
2199,06:06:30,Isabella Rodriguez,piano,False
2199,06:06:30,Isabella Rodriguez,game console,False
2199,06:06:30,Isabella Rodriguez,computer desk,False
2199,06:06:30,Isabella Rodriguez,computer,False
2199,06:06:30,Isabella Rodriguez,tv,False
2199,06:06:30,Isabella Rodriguez,light,False
2200,06:06:40,Isabella Rodriguez,bathroom sink,False
2200,06:06:40,Isabella Rodriguez,shower,True
2200,06:06:40,Isabella Rodriguez,refrigerator,False
2200,06:06:40,Isabella Rodriguez,toaster,False
2200,06:06:40,Isabella Rodriguez,cooking area,False
2200,06:06:40,Isabella Rodriguez,guitar,False
2200,06:06:40,Isabella Rodriguez,microphone,False
2200,06:06:40,Isabella Rodriguez,piano,False
2200,06:06:40,Isabella Rodriguez,game console,False
2200,06:06:40,Isabella Rodriguez,computer desk,False
2200,06:06:40,Isabella Rodriguez,computer,False
2200,06:06:40,Isabella Rodriguez,tv,False
2200,06:06:40,Isabella Rodriguez,light,False
2201,06:06:50,Isabella Rodriguez,bathroom sink,False
2201,06:06:50,Isabella Rodriguez,shower,True
2201,06:06:50,Isabella Rodriguez,refrigerator,False
2201,06:06:50,Isabella Rodriguez,toaster,False
2201,06:06:50,Isabella Rodriguez,cooking area,False
2201,06:06:50,Isabella Rodriguez,guitar,False
2201,06:06:50,Isabella Rodriguez,microphone,False
2201,06:06:50,Isabella Rodriguez,piano,False
2201,06:06:50,Isabella Rodriguez,game console,False
2201,06:06:50,Isabella Rodriguez,computer desk,False
2201,06:06:50,Isabella Rodriguez,computer,False
2201,06:06:50,Isabella Rodriguez,tv,False
2201,06:06:50,Isabella Rodriguez,light,False
2202,06:07:00,Isabella Rodriguez,bathroom sink,False
2202,06:07:00,Isabella Rodriguez,shower,True
2202,06:07:00,Isabella Rodriguez,refrigerator,False
2202,06:07:00,Isabella Rodriguez,toaster,False
2202,06:07:00,Isabella Rodriguez,cooking area,False
2202,06:07:00,Isabella Rodriguez,guitar,False
2202,06:07:00,Isabella Rodriguez,microphone,False
2202,06:07:00,Isabella Rodriguez,piano,False
2202,06:07:00,Isabella Rodriguez,game console,False
2202,06:07:00,Isabella Rodriguez,computer desk,False
2202,06:07:00,Isabella Rodriguez,computer,False
2202,06:07:00,Isabella Rodriguez,tv,False
2202,06:07:00,Isabella Rodriguez,light,False
2220,06:10:00,Isabella Rodriguez,bathroom sink,False
2220,06:10:00,Isabella Rodriguez,shower,True
2220,06:10:00,Isabella Rodriguez,refrigerator,False
2220,06:10:00,Isabella Rodriguez,toaster,False
2220,06:10:00,Isabella Rodriguez,cooking area,False
2220,06:10:00,Isabella Rodriguez,guitar,False
2220,06:10:00,Isabella Rodriguez,microphone,False
2220,06:10:00,Isabella Rodriguez,piano,False
2220,06:10:00,Isabella Rodriguez,game console,False
2220,06:10:00,Isabella Rodriguez,computer desk,False
2220,06:10:00,Isabella Rodriguez,computer,False
2220,06:10:00,Isabella Rodriguez,tv,False
2220,06:10:00,Isabella Rodriguez,light,False
2280,06:20:00,Isabella Rodriguez,bathroom sink,False
2280,06:20:00,Isabella Rodriguez,shower,False
2280,06:20:00,Isabella Rodriguez,refrigerator,False
2280,06:20:00,Isabella Rodriguez,toaster,False
2280,06:20:00,Isabella Rodriguez,cooking area,False
2280,06:20:00,Isabella Rodriguez,guitar,False
2280,06:20:00,Isabella Rodriguez,microphone,False
2280,06:20:00,Isabella Rodriguez,piano,False
2280,06:20:00,Isabella Rodriguez,game console,False
2280,06:20:00,Isabella Rodriguez,computer desk,False
2280,06:20:00,Isabella Rodriguez,computer,False
2280,06:20:00,Isabella Rodriguez,tv,False
2280,06:20:00,Isabella Rodriguez,light,False
2281,06:20:10,Isabella Rodriguez,bathroom sink,False
2281,06:20:10,Isabella Rodriguez,shower,False
2281,06:20:10,Isabella Rodriguez,refrigerator,False
2281,06:20:10,Isabella Rodriguez,toaster,False
2281,06:20:10,Isabella Rodriguez,cooking area,False
2281,06:20:10,Isabella Rodriguez,guitar,False
2281,06:20:10,Isabella Rodriguez,microphone,False
2281,06:20:10,Isabella Rodriguez,piano,False
2281,06:20:10,Isabella Rodriguez,game console,False
2281,06:20:10,Isabella Rodriguez,computer desk,False
2281,06:20:10,Isabella Rodriguez,computer,False
2281,06:20:10,Isabella Rodriguez,tv,False
2281,06:20:10,Isabella Rodriguez,light,False
2282,06:20:20,Isabella Rodriguez,bathroom sink,False
2282,06:20:20,Isabella Rodriguez,shower,False
2282,06:20:20,Isabella Rodriguez,refrigerator,False
2282,06:20:20,Isabella Rodriguez,toaster,False
2282,06:20:20,Isabella Rodriguez,cooking area,False
2282,06:20:20,Isabella Rodriguez,guitar,False
2282,06:20:20,Isabella Rodriguez,microphone,False
2282,06:20:20,Isabella Rodriguez,piano,False
2282,06:20:20,Isabella Rodriguez,game console,False
2282,06:20:20,Isabella Rodriguez,computer desk,False
2282,06:20:20,Isabella Rodriguez,computer,False
2282,06:20:20,Isabella Rodriguez,tv,False
2282,06:20:20,Isabella Rodriguez,light,False
2283,06:20:30,Isabella Rodriguez,bathroom sink,False
2283,06:20:30,Isabella Rodriguez,shower,False
2283,06:20:30,Isabella Rodriguez,refrigerator,False
2283,06:20:30,Isabella Rodriguez,toaster,False
2283,06:20:30,Isabella Rodriguez,cooking area,False
2283,06:20:30,Isabella Rodriguez,guitar,False
2283,06:20:30,Isabella Rodriguez,microphone,False
2283,06:20:30,Isabella Rodriguez,piano,False
2283,06:20:30,Isabella Rodriguez,game console,False
2283,06:20:30,Isabella Rodriguez,computer desk,False
2283,06:20:30,Isabella Rodriguez,computer,False
2283,06:20:30,Isabella Rodriguez,tv,False
2283,06:20:30,Isabella Rodriguez,light,False
2284,06:20:40,Isabella Rodriguez,bathroom sink,False
2284,06:20:40,Isabella Rodriguez,shower,False
2284,06:20:40,Isabella Rodriguez,refrigerator,False
2284,06:20:40,Isabella Rodriguez,toaster,False
2284,06:20:40,Isabella Rodriguez,cooking area,False
2284,06:20:40,Isabella Rodriguez,guitar,False
2284,06:20:40,Isabella Rodriguez,microphone,False
2284,06:20:40,Isabella Rodriguez,piano,False
2284,06:20:40,Isabella Rodriguez,game console,False
2284,06:20:40,Isabella Rodriguez,computer desk,False
2284,06:20:40,Isabella Rodriguez,computer,False
2284,06:20:40,Isabella Rodriguez,tv,False
2284,06:20:40,Isabella Rodriguez,light,False
2285,06:20:50,Isabella Rodriguez,bathroom sink,False
2285,06:20:50,Isabella Rodriguez,shower,False
2285,06:20:50,Isabella Rodriguez,refrigerator,False
2285,06:20:50,Isabella Rodriguez,toaster,False
2285,06:20:50,Isabella Rodriguez,cooking area,False
2285,06:20:50,Isabella Rodriguez,guitar,False
2285,06:20:50,Isabella Rodriguez,microphone,False
2285,06:20:50,Isabella Rodriguez,piano,False
2285,06:20:50,Isabella Rodriguez,game console,False
2285,06:20:50,Isabella Rodriguez,computer desk,False
2285,06:20:50,Isabella Rodriguez,computer,False
2285,06:20:50,Isabella Rodriguez,tv,False
2285,06:20:50,Isabella Rodriguez,light,False
2286,06:21:00,Isabella Rodriguez,bathroom sink,False
2286,06:21:00,Isabella Rodriguez,shower,False
2286,06:21:00,Isabella Rodriguez,refrigerator,False
2286,06:21:00,Isabella Rodriguez,toaster,False
2286,06:21:00,Isabella Rodriguez,cooking area,False
2286,06:21:00,Isabella Rodriguez,guitar,False
2286,06:21:00,Isabella Rodriguez,microphone,False
2286,06:21:00,Isabella Rodriguez,piano,False
2286,06:21:00,Isabella Rodriguez,game console,False
2286,06:21:00,Isabella Rodriguez,computer desk,False
2286,06:21:00,Isabella Rodriguez,computer,False
2286,06:21:00,Isabella Rodriguez,tv,False
2286,06:21:00,Isabella Rodriguez,light,False
2287,06:21:10,Isabella Rodriguez,bathroom sink,False
2287,06:21:10,Isabella Rodriguez,shower,False
2287,06:21:10,Isabella Rodriguez,refrigerator,False
2287,06:21:10,Isabella Rodriguez,toaster,False
2287,06:21:10,Isabella Rodriguez,cooking area,False
2287,06:21:10,Isabella Rodriguez,guitar,False
2287,06:21:10,Isabella Rodriguez,microphone,False
2287,06:21:10,Isabella Rodriguez,piano,False
2287,06:21:10,Isabella Rodriguez,game console,False
2287,06:21:10,Isabella Rodriguez,computer desk,False
2287,06:21:10,Isabella Rodriguez,computer,False
2287,06:21:10,Isabella Rodriguez,tv,False
2287,06:21:10,Isabella Rodriguez,light,False
2288,06:21:20,Isabella Rodriguez,bathroom sink,False
2288,06:21:20,Isabella Rodriguez,shower,False
2288,06:21:20,Isabella Rodriguez,refrigerator,False
2288,06:21:20,Isabella Rodriguez,toaster,False
2288,06:21:20,Isabella Rodriguez,cooking area,False
2288,06:21:20,Isabella Rodriguez,guitar,False
2288,06:21:20,Isabella Rodriguez,microphone,False
2288,06:21:20,Isabella Rodriguez,piano,False
2288,06:21:20,Isabella Rodriguez,game console,False
2288,06:21:20,Isabella Rodriguez,computer desk,False
2288,06:21:20,Isabella Rodriguez,computer,False
2288,06:21:20,Isabella Rodriguez,tv,False
2288,06:21:20,Isabella Rodriguez,light,False
2340,06:30:00,Isabella Rodriguez,bathroom sink,False
2340,06:30:00,Isabella Rodriguez,shower,False
2340,06:30:00,Isabella Rodriguez,refrigerator,True
2340,06:30:00,Isabella Rodriguez,toaster,False
2340,06:30:00,Isabella Rodriguez,cooking area,False
2340,06:30:00,Isabella Rodriguez,guitar,False
2340,06:30:00,Isabella Rodriguez,microphone,False
2340,06:30:00,Isabella Rodriguez,piano,False
2340,06:30:00,Isabella Rodriguez,game console,False
2340,06:30:00,Isabella Rodriguez,computer desk,False
2340,06:30:00,Isabella Rodriguez,computer,False
2340,06:30:00,Isabella Rodriguez,tv,False
2340,06:30:00,Isabella Rodriguez,light,False
2341,06:30:10,Isabella Rodriguez,bathroom sink,False
2341,06:30:10,Isabella Rodriguez,shower,False
2341,06:30:10,Isabella Rodriguez,refrigerator,True
2341,06:30:10,Isabella Rodriguez,toaster,False
2341,06:30:10,Isabella Rodriguez,cooking area,False
2341,06:30:10,Isabella Rodriguez,guitar,False
2341,06:30:10,Isabella Rodriguez,microphone,False
2341,06:30:10,Isabella Rodriguez,piano,False
2341,06:30:10,Isabella Rodriguez,game console,False
2341,06:30:10,Isabella Rodriguez,computer desk,False
2341,06:30:10,Isabella Rodriguez,computer,False
2341,06:30:10,Isabella Rodriguez,tv,False
2341,06:30:10,Isabella Rodriguez,light,False
2400,06:40:00,Isabella Rodriguez,bathroom sink,False
2400,06:40:00,Isabella Rodriguez,shower,False
2400,06:40:00,Isabella Rodriguez,refrigerator,False
2400,06:40:00,Isabella Rodriguez,toaster,False
2400,06:40:00,Isabella Rodriguez,cooking area,False
2400,06:40:00,Isabella Rodriguez,guitar,False
2400,06:40:00,Isabella Rodriguez,microphone,False
2400,06:40:00,Isabella Rodriguez,piano,False
2400,06:40:00,Isabella Rodriguez,game console,False
2400,06:40:00,Isabella Rodriguez,computer desk,False
2400,06:40:00,Isabella Rodriguez,computer,False
2400,06:40:00,Isabella Rodriguez,tv,False
2400,06:40:00,Isabella Rodriguez,light,False
2401,06:40:10,Isabella Rodriguez,bathroom sink,False
2401,06:40:10,Isabella Rodriguez,shower,False
2401,06:40:10,Isabella Rodriguez,refrigerator,False
2401,06:40:10,Isabella Rodriguez,toaster,False
2401,06:40:10,Isabella Rodriguez,cooking area,False
2401,06:40:10,Isabella Rodriguez,guitar,False
2401,06:40:10,Isabella Rodriguez,microphone,False
2401,06:40:10,Isabella Rodriguez,piano,False
2401,06:40:10,Isabella Rodriguez,game console,False
2401,06:40:10,Isabella Rodriguez,computer desk,False
2401,06:40:10,Isabella Rodriguez,computer,False
2401,06:40:10,Isabella Rodriguez,tv,False
2401,06:40:10,Isabella Rodriguez,light,False
2402,06:40:20,Isabella Rodriguez,bathroom sink,False
2402,06:40:20,Isabella Rodriguez,shower,False
2402,06:40:20,Isabella Rodriguez,refrigerator,False
2402,06:40:20,Isabella Rodriguez,toaster,False
2402,06:40:20,Isabella Rodriguez,cooking area,False
2402,06:40:20,Isabella Rodriguez,guitar,False
2402,06:40:20,Isabella Rodriguez,microphone,False
2402,06:40:20,Isabella Rodriguez,piano,False
2402,06:40:20,Isabella Rodriguez,game console,False
2402,06:40:20,Isabella Rodriguez,computer desk,False
2402,06:40:20,Isabella Rodriguez,computer,False
2402,06:40:20,Isabella Rodriguez,tv,False
2402,06:40:20,Isabella Rodriguez,light,False
2403,06:40:30,Isabella Rodriguez,bathroom sink,False
2403,06:40:30,Isabella Rodriguez,shower,False
2403,06:40:30,Isabella Rodriguez,refrigerator,False
2403,06:40:30,Isabella Rodriguez,toaster,False
2403,06:40:30,Isabella Rodriguez,cooking area,False
2403,06:40:30,Isabella Rodriguez,guitar,False
2403,06:40:30,Isabella Rodriguez,microphone,False
2403,06:40:30,Isabella Rodriguez,piano,False
2403,06:40:30,Isabella Rodriguez,game console,False
2403,06:40:30,Isabella Rodriguez,computer desk,False
2403,06:40:30,Isabella Rodriguez,computer,False
2403,06:40:30,Isabella Rodriguez,tv,False
2403,06:40:30,Isabella Rodriguez,light,False
2430,06:45:00,Isabella Rodriguez,bathroom sink,False
2430,06:45:00,Isabella Rodriguez,shower,False
2430,06:45:00,Isabella Rodriguez,refrigerator,False
2430,06:45:00,Isabella Rodriguez,toaster,False
2430,06:45:00,Isabella Rodriguez,cooking area,False
2430,06:45:00,Isabella Rodriguez,guitar,False
2430,06:45:00,Isabella Rodriguez,microphone,False
2430,06:45:00,Isabella Rodriguez,piano,False
2430,06:45:00,Isabella Rodriguez,game console,False
2430,06:45:00,Isabella Rodriguez,computer desk,False
2430,06:45:00,Isabella Rodriguez,computer,False
2430,06:45:00,Isabella Rodriguez,tv,False
2430,06:45:00,Isabella Rodriguez,light,False
2431,06:45:10,Isabella Rodriguez,bathroom sink,False
2431,06:45:10,Isabella Rodriguez,shower,False
2431,06:45:10,Isabella Rodriguez,refrigerator,False
2431,06:45:10,Isabella Rodriguez,toaster,False
2431,06:45:10,Isabella Rodriguez,cooking area,False
2431,06:45:10,Isabella Rodriguez,guitar,False
2431,06:45:10,Isabella Rodriguez,microphone,False
2431,06:45:10,Isabella Rodriguez,piano,False
2431,06:45:10,Isabella Rodriguez,game console,False
2431,06:45:10,Isabella Rodriguez,computer desk,False
2431,06:45:10,Isabella Rodriguez,computer,False
2431,06:45:10,Isabella Rodriguez,tv,False
2431,06:45:10,Isabella Rodriguez,light,False
2432,06:45:20,Isabella Rodriguez,bathroom sink,False
2432,06:45:20,Isabella Rodriguez,shower,False
2432,06:45:20,Isabella Rodriguez,refrigerator,False
2432,06:45:20,Isabella Rodriguez,toaster,False
2432,06:45:20,Isabella Rodriguez,cooking area,False
2432,06:45:20,Isabella Rodriguez,guitar,False
2432,06:45:20,Isabella Rodriguez,microphone,False
2432,06:45:20,Isabella Rodriguez,piano,False
2432,06:45:20,Isabella Rodriguez,game console,False
2432,06:45:20,Isabella Rodriguez,computer desk,False
2432,06:45:20,Isabella Rodriguez,computer,False
2432,06:45:20,Isabella Rodriguez,tv,False
2432,06:45:20,Isabella Rodriguez,light,False
2433,06:45:30,Isabella Rodriguez,bathroom sink,False
2433,06:45:30,Isabella Rodriguez,shower,False
2433,06:45:30,Isabella Rodriguez,refrigerator,False
2433,06:45:30,Isabella Rodriguez,toaster,False
2433,06:45:30,Isabella Rodriguez,cooking area,False
2433,06:45:30,Isabella Rodriguez,guitar,False
2433,06:45:30,Isabella Rodriguez,microphone,False
2433,06:45:30,Isabella Rodriguez,piano,False
2433,06:45:30,Isabella Rodriguez,game console,False
2433,06:45:30,Isabella Rodriguez,computer desk,False
2433,06:45:30,Isabella Rodriguez,computer,False
2433,06:45:30,Isabella Rodriguez,tv,False
2433,06:45:30,Isabella Rodriguez,light,False
2434,06:45:40,Isabella Rodriguez,bathroom sink,False
2434,06:45:40,Isabella Rodriguez,shower,False
2434,06:45:40,Isabella Rodriguez,refrigerator,False
2434,06:45:40,Isabella Rodriguez,toaster,False
2434,06:45:40,Isabella Rodriguez,cooking area,False
2434,06:45:40,Isabella Rodriguez,guitar,False
2434,06:45:40,Isabella Rodriguez,microphone,False
2434,06:45:40,Isabella Rodriguez,piano,False
2434,06:45:40,Isabella Rodriguez,game console,False
2434,06:45:40,Isabella Rodriguez,computer desk,False
2434,06:45:40,Isabella Rodriguez,computer,False
2434,06:45:40,Isabella Rodriguez,tv,False
2434,06:45:40,Isabella Rodriguez,light,False
2460,06:50:00,Isabella Rodriguez,bathroom sink,False
2460,06:50:00,Isabella Rodriguez,shower,False
2460,06:50:00,Isabella Rodriguez,refrigerator,True
2460,06:50:00,Isabella Rodriguez,toaster,False
2460,06:50:00,Isabella Rodriguez,cooking area,False
2460,06:50:00,Isabella Rodriguez,guitar,False
2460,06:50:00,Isabella Rodriguez,microphone,False
2460,06:50:00,Isabella Rodriguez,piano,False
2460,06:50:00,Isabella Rodriguez,game console,False
2460,06:50:00,Isabella Rodriguez,computer desk,False
2460,06:50:00,Isabella Rodriguez,computer,False
2460,06:50:00,Isabella Rodriguez,tv,False
2460,06:50:00,Isabella Rodriguez,light,False
2490,06:55:00,Isabella Rodriguez,bathroom sink,False
2490,06:55:00,Isabella Rodriguez,shower,False
2490,06:55:00,Isabella Rodriguez,refrigerator,False
2490,06:55:00,Isabella Rodriguez,toaster,False
2490,06:55:00,Isabella Rodriguez,cooking area,False
2490,06:55:00,Isabella Rodriguez,guitar,False
2490,06:55:00,Isabella Rodriguez,microphone,False
2490,06:55:00,Isabella Rodriguez,piano,False
2490,06:55:00,Isabella Rodriguez,game console,False
2490,06:55:00,Isabella Rodriguez,computer desk,False
2490,06:55:00,Isabella Rodriguez,computer,False
2490,06:55:00,Isabella Rodriguez,tv,False
2490,06:55:00,Isabella Rodriguez,light,False
2491,06:55:10,Isabella Rodriguez,bathroom sink,False
2491,06:55:10,Isabella Rodriguez,shower,False
2491,06:55:10,Isabella Rodriguez,refrigerator,False
2491,06:55:10,Isabella Rodriguez,toaster,False
2491,06:55:10,Isabella Rodriguez,cooking area,False
2491,06:55:10,Isabella Rodriguez,guitar,False
2491,06:55:10,Isabella Rodriguez,microphone,False
2491,06:55:10,Isabella Rodriguez,piano,False
2491,06:55:10,Isabella Rodriguez,game console,False
2491,06:55:10,Isabella Rodriguez,computer desk,False
2491,06:55:10,Isabella Rodriguez,computer,False
2491,06:55:10,Isabella Rodriguez,tv,False
2491,06:55:10,Isabella Rodriguez,light,False
2492,06:55:20,Isabella Rodriguez,bathroom sink,False
2492,06:55:20,Isabella Rodriguez,shower,False
2492,06:55:20,Isabella Rodriguez,refrigerator,False
2492,06:55:20,Isabella Rodriguez,toaster,False
2492,06:55:20,Isabella Rodriguez,cooking area,False
2492,06:55:20,Isabella Rodriguez,guitar,False
2492,06:55:20,Isabella Rodriguez,microphone,False
2492,06:55:20,Isabella Rodriguez,piano,False
